c5	remark
19790911035099I	STUDENT PILOT ON SOLO CROSSCOUNTRY LOST NAVAID SIGNAL. BECAME LOST, MADE PRECAUTIONARY LANDING IN FIELD. OVERSHOOT.
19790911035109I	ZW PILOT FAILED TO LOWER GEAR FOR LANDING. RED GEAR UP INDICATOR LIGHT WAS INOPERATIVE.
19790911035119I	PILOT PENETRATED LAGUARDIA TCA WITHOUT AUTHORIZATION.
19790911035129I	PILOT EXPERIENCED GEAR DOWN MALFUNCTION, DIVERTED TO ANOTHER AIRPORT, LANDED NORMALLY. ROD END P/N 452383 RUSTED
19790911035139I	PILOT EXPERIENCED PARTIAL POWER FAILURE, POSSIBLY DUE TO CARB ICE. LANDED HARD, DAMAGED WING TIP.
19790911035149I	PILOT LANDED GEAR UP. WARNING HORN FAILED TO ACTIVATE DUE TO WORN, MALADJUSTED WARNING SWITCH.
19790911035159I	MAIN PARACHUTE FAILED TO DEPLOY, RESERVE INVERTED UPON OPENING, THEN TORE OPEN. DIVER SERIOUSLY INJURED.
19790911035169I	PILOT RETURNED TO AIRPORTWHEN OUTBOARD TRAILING EDGEFLAPS WOULD NOT RETRACT. CARRIAGES P/N652654511 BADLY BENT.
19790911035179I	PILOT SHUT DOWN #1 ENGINE DURING APPROACH, DUE TO FIRE WARNING INDICATION (FALSE). FOUND FIRE LOOP CHAFFED
19790911035189I	PILOT SHUT DOWN NR 1 ENGINE DUE TO OIL QUANTITY LOSS, LANDED SAFELY. REPLACED MAIN OIL FILTER SEAL.
19790911035199I	PILOT ABORTED TAKEOFF DUE TO NR 2 ENGINE FLAMEOUT. CAUSE UNDETERMINED, ENGINE REPLACED.
19790911035209I	HYDRAULIC LINE END FITTING BROKE AT B NUT SLEEVE, FLUID LOST. GEAR LOWERED BY EMERGENCY PROCEDURES, LANDED.
19790911035219I	AIRCRAFT VEERED LEFT DURING LANDING ROLL, STRIKING RIGHT WING TIP. CRACKED FUSELAGE TAIL POST HAD SEPARATED.
19790911043319A	HIGH FOR LANDING ON DIRT ROAD. BEGAN GO-AROUND, FLAPS STAYED DOWN. HIT TREES. MALADJUSTED DOOR/FLAP MICRO SWITCH.
19790911043589A	FATIGUE FAILURE OF COMPRESSOR DISCHARGE PRESSURE LINE BETWEEN POWER TURBINE GOVERNOR AND GAS PRODUCER FUEL CONTROL.
19790911043729A	ENGINE QUIT DURING CLIMBOUT. STRUCK TREES DURING EMERGENCY LANDING. ENGINE CRANKSHAFT SEPARATED.
19790912022709A	STUDENT BOUNCED ON LANDING. ACFT BALLOONED, ATTEMPTED GO-AROUND. DUMPED FLAPS. ACFT HIT OFF RUNWAY. FLIPPED.
19790912023649A	AG ACFT ENGINE STOPPED. FUEL EXHAUSTION. HIT TREE ON EMERGENCY LANDING. PILOT FAILED TO CHECK FUEL BEFORE TAKE OFF
19790912026159A	PILOT TAXIED INTO DITCH ON TAXIWAY; WAS NOT ADVISED BY TOWER OF HAZARD.
19790912026259A	ENGINE STOPPED ON LOCAL DEMONSTRATION FLIGHT. HIT TREE ON EMERGENCY LANDING. DEFECTIVE FUEL INJECTOR.
19790912026389A	LANDED HALFWAY DOWN RUNWAY. HEAVY BRAKING. BRAKE CABLE BROKE. RAN OFF END OF RUNWAY.
19790912027009A	FLEW INTO TREES ON MOUNTAIN SIDE OBSCURED BY CLOUDS.
19790912027279A	PILOT STATED HE ENCOUNTERED DOWNDRAFT IN HOMEBUILT GLIDER, FORCING HIM TO LAND IN DRY RIVER BED 1 1/2 MI SHORT RWY.
19790912027349A	FORCED LANDING IN TREES DUE TO ENGINE FAILURE. CAUSE OF FAILURE NOT DETERMINED.
19790912028319A	AIRCRAFT LEFT MAIN TIRE RUPTURED ON LANDING ROLL. AIRCRAFT VEERED OFF SIDE RWY INTO DITCH. FOUND WORN SPOT IN TIRE
19790912028659A	PILOT ABORTED TAKEOFF IN BELIEF AIRCRAFT WOULD NOT CLEAR WIRES. RAN OFF END OF RUNWAY. FLIPPED OVER.
19790912030879A	ENGINE LOST POWER DURING PULL UP FROM A SWATH RUN. CRASH-LANDED IN ADJACENT FIELD. CRACKED CYLINDER.
19790912031439A	INSTRUCTOR DEMONSTRATING LOW-LEVEL AUTORATION. MADE HARD LANDING.
19790912035229I	NR 2 HYDRAULIC SYSTEM FAILED AFTER TAKEOFF. FOUND LINE FROM ACCUMULATOR TO FOOTBRAKE VALVE LEAKING.
19790912035239I	WHILE TAXIING TO TAKEOFF, #2 BRAKE WAS BINDING. TWO RETURN SPRINGS WERE FOUND BROKEN. 727 CAUSED RAMP DAMAGE.
19790912035249I	FLIGHT ATTENDANT TRIPPED OVER BRIEFCASE IN AISLE, SPRAINED ANKLE, WAS REPLACED AT DESTINATION.
19790912035259I	PILOT FAILED TO LOWER GEAR FOR LANDING.
19790912035269I	DURING TAKEOFF RUN, UPPER LANDING GEAR ATTACH BOLT BROKE, AIRCRAFT CAME DOWN ON LEFT WING TIP. P/N AN720A
19790912035279I	AIRCRAFT BLOWN OFF SIDE OF RUNWAY AT TOUCHDOWN DUE TO STRONG WIND GUST.PILOT HAD DIVERTED DUE TO WEATHER.
19790912035289I	PILOT TAXIED OVER LOW GAS PUMPS, CAUSING DAMAGE TO PUMPS AND AIRPLANE.
19790912035299I	CHUTIST ACCIDENTLY DEPLOYED RESERVE CHUTE, CUT AWAY THE MAIN, WAS INJURED IN HARD LANDING.
19790912035309I	NOSE GEAR COLLAPSED DURING LANDING TOUCHDOWN. DISCOVERED BOTH TOP AND LOWER BRACE TUBES HAD UNDETECTED CRACKS.
19790912035319I	AIRCRAFT LOST POWER, PILOT MADE PRECAUTIONARY LANDING ON MARSHLAND WHICH HE MISTOOK FOR ROAD, FLIPPED OVER.
19790912036659A	ACFT OBSERVED AT LOW EN ROUTE ALTITUDE. HIT WIRES, CRASHED ON HIGHWAY. PILOT REPORTED PASSENGER FELL ON CONTROLS.
19790913023299A	LANDING GEAR COLLAPSED ON LANDING ROLL. FOUND FATIGUE CRACKS.
19790913023629A	PILOT STATED A WIND GUST VEERED AIRCRAFT OFF RUNWAY ON LANDING ROLL. HIT RAILROAD TIE IN TALL WEEDS.
19790913024049A	MADE LNDG ON TEMPORARY STRIP ADJACENT TO RWY UNDER CONSTRUCTION. DUMP TRUCK BLOCKED LNDG ROLL, VEERED OFF STRIP.
19790913024669A	PILOT DESCENDED FROM 8500 FEET. AT 250 FEET THE ENGINE FAILED. NO MALFUNCTION WAS FOUND.
19790913025379A	PILOT SAID "CARB ICING PROBABLE CAUSE."
19790913026149A	DIRT DOBBERS NEST IN CARBURETOR CAUSED ENGINE STOPPAGE RESULTING IN CRASH DURING EMERGENCY LANDING DURING TAKEOFF
19790913026369A	STUDENT PILOT LEVELED AIRCRAFT TOO HIGH ON LANDING. HIT RUNWAY. COLLAPSED NOSE GEAR. FACTOR: CROSSWIND.
19790913029049A	PILOT TAXIIED INTO A TREE WHILE TRYING TO AVOID A FUEL TRUCK ON THE RAMP.
19790913029549A	DEPARTED VFR. AIRCRAFT OBSERVED IN STEEP BANK. DIVED INTO TREES 2 MILES FROM AIRPORT.NO MECHANICAL DEFECTS FOUND.
19790913030589A	CFI LET ACFT DESCEND TO UNSAFE ALTITUDE ON PRACTICE FORCED LANDING. UNABLE TO CLEAR OBSTACLES. PSBL ENGINE DEFECT
19790913035329I	ENGINE HAD COMPRESSOR STALL DURING TAKEOFF ROLL. PILOT ABORTED, ENGINE CHECKED. NO DAMAGE, FLIGHT RESUMED SAFELY.
19790913035339I	PILOT SHUTDOWN NR4 ENGINE DUE TO OIL PRESSURE AND QUANTITY LOSS. CASE DRAIN SEALS ON CSD SHAFT FOUND LEAKING.
19790913043389A	
19790913048839I	PILOT FAILED TO LOWER GEAR BEFORE LANDING.
19790913048859I	PILOT LANDED HARD ON RIGHT GEAR DUE TO WAKE TURBULENCE. RETRACTED DAMAGED GEAR TO AVOID GROUND LOOP, BELLIED IN.
19790913048869I	LEFT ENGINE FLAMMED OUT AFTER INGESTING BIRDS DURING TAKEOFF. PILOT LANDED SAFELY.
19790913048879I	DURING LANDING ROLL, NOSE GEAR DID NOT REMAIN FULLY EXTENDED. PROBABLY INADVERTENT GEAR RETRACTION BY PILOT.
19790913048899I	STUDENT PILOT RAN OUT OF FUEL DURING SOLO CROSSCOUNTRY FLIGHT. LANDED SAFELY IN FIELD.
19790913048919I	PILOT TAXIED OFF UNLIT TAXIWAY WHILE DARK. ROLLED INTO A DITCH, HIT RAISED CONCRETE GUTTER.
19790913048929I	DURING LANDING, PILOT FLARED TOO HIGH. LANDED HARD, COLLAPSED LEFT MAIN GEAR, DAMAGED PROP & FUSELAGE SKIN.
19790913048939I	ENGINE QUIT DURING TAKEOFF. PILOT LANDED IN FIELD. INVESTIGATION FAILED TO REVEAL CAUSE.
19790913048959I	PASSENGER DEVELOPED CHEST PAINS IN FLIGHT. GIVEN OXYGEN AND MERCY LANDING, TRANSFERED TO HOSPITAL.        .
19790914022649A	FLAP POSITION LOCK MALFUNCTIONED ALLOWING FLAPS TO RETRACT ON SHORT FINAL. HIT SHORT OF RUNWAY.
19790914023799A	PILOT TOOK OFF FOR A RACE AT THE RENO AIR RACES. THE AIRCRAFT STALLED AND SPUN IN WHEN TURNING AROUND FIRST PYLON.
19790914023909A	HIT TREES ON SHORT FINAL. IMPACTED GROUND JUST SHORT OF RUNWAY.
19790914025689A	MADE CROSSWIND LANDING DOWN WIND, GEAR COLLAPSED. FOUND RUSTED AND BROKEN LANDING GEAR ATTACH BOLT.
19790914026869A	ENGIINE STOPPED DUE TO FUEL EXHAUSTION.LANDED IN FARM FIELD.STRUCK DITCH.FLIPPED OVER.
19790914028489A	ATC ADVISED PILOT OF LIGHT AIRCRAFT TO TAXI BEHIND & DOWNWIND OF DEPARTING JET. LIGHT AIRCRAFT FLIPPED INVERTED.
19790914029679A	ATTEMPTED CROSSWIND TAKEOFF FROM SHORT RUNWAY. DRAGGED WING ON EARLY LIFTOFF. VEERED OFF RUNWAY INTO A FIELD.
19790914029929A	PILOT WAS CIRCLING NEAR HUNTERS. HIT DOWNDRAFT AND FLEW INTO TREES.
19790914030469A	VFR PILOT PENETRATED CLOUDS COVERING MOUNTAIN PASS. FLEW INTO TREES ON MOUNTAIN. ZERO WEATHER IN PASS.
19790914031029A	GROUND CREW VAN RAN INTO WING OF AIRCRAFT WHILE AIRCRAFT WAS BEING TAXIED TO RAMP.
19790914035379I	ENGINE LOW OIL PRESSURE LIGHT CAME ON DURING ROLL. FOUND ECESSIVE CARBON DEPOSITS IN THE OIL FLITER.
19790914035389I	AIRCRAFT RETURNED TO FIELD WITH HYDRAULIC FLAP PROBLEM. DUE TO FAILED RIGHT OUTBOARD FLAP SYSTEM TRANSMITTER.
19790914035399I	UPON LANDING SAFELY, FOUND RECAP LOST FROM RIGHT GEAR FORWARD INBOARD TIRE, WHICH WAS A JAPANESE BRIDGESTONE.
19790914035409I	FALSE FIRE WARNING SIGNAL ON RIGHT ENGINE DUE TO MOISTURE IN FIRE DETECTOR LOOP CONNECTORS.
19790914035419I	SHORTLY AFTER TAKEOFF PILOTS DOOR CAME OPEN, TIRE BLEW OUT ON LANDING.
19790914035429I	DURING CLIMBOUT RIGHT ENGINE LOST POWER.  RETURNED, LANDED, FOUND HIGH PRESSURE FUEL PUMP DEFECTIVE.
19790914035439I	PILOT PENETRATED PROHIBITED AREA WHEN HE FAILED TO COMPLY WITH EXPLICIT INSTRUCTIONS ATS.
19790914035449I	PILOT STRUCK UTILITY POLE WITH RIGHT WING WHILE TAXING.
19790914035459I	FLIGHT DIVERTED DUE TO SMOKE IN COCKPIT, PROVED TO BE BURNT RESISTOR IN AUDIO PANEL.
19790914035469I	STUDENT PILOT RAN OUT OF FUEL DURING FIRST SOLO CROSS COUNTRY, AFTER BECOMING LOST.
19790914035479I	PILOT LOST DIRECTIONAL CONTROL DURING CROSSWIND LANDING ON FARM FIELD STRIP, RAN INTO CORN FIELD. CAUSING DAMAGE.
19790914035509I	PILOT DIVERTED WHEN TACHOMETER BECAME ERRACTIC AND NOISEY. FOUND TACH CABLE BINDING IN HOUSING.
19790914035539I	PILOT LANDED SAFELY IN FIELD DUE TO ROUGH ENGINE, FOUND ALL OIL LOST DUE TO LOOSE FITTING ON ACCESSORY SECTION.
19790914035549I	PILOT FAILED TO LOWER GEAR BEFORE LANDING, DURING TOUCH AND GOES. HE DID NOT HEAR WARNING HORN, WHICH DID OPERATE.
19790914035569I	STUDENT PILOT LOST CONTROL DURING SOLO TOUCH AND GOES, PORPOISED, FAILED IN A GO AROUND, RAN OFF END OF RUNWAY.
19790914035589I	PILOT UNABLE TO LOWER GEAR FOR LANDING DUE TO BROKEN MAIN LANDING GEAR ACTUATOR ROD END. P/N S24266.
19790914035599I	PILOT LANDED HOMEBUILT IN FIELD SHORT OF RUNWAY. LOOSE TRANSMITTER WIRE HAD GIVEN FALSE ZERO OIL PRESSURE READING.
19790914036169A	HELICOPTER LOST TAIL ROTORS AND ASSEMBLY. CRASHED INVERTED IN BAY. FOUND ROTOR BLADE FATIGUE FAILURE.
19790914036439A	AIRCRAFT DEPARTED ON NIGHT FLIGHT. HIT A TREE ON A RIDGE 24 MILES FROM THE AIRPORT OF DEPARTURE.
19790915023919A	PRACTICED AUTO ROTATION. REPORTED ENGINE STOPPED. MADE HARD AUTO LANDING. NO ENGINE DEFECTS FOUND.
19790915023979A	PILOT STATED HE LANDED, RETRACTED THE FLAPS AND THE LANDING GEAR COLLAPSED.
19790915024891A	STRUCK ANOTHER AIRCRAFT WHILE ATTEMPTING TO TAXI AROUND IT. TOWER CLEARED AIRCRAFT OUT OF SEQUENCE.(N1930X)
19790915024892A	PILOT WAS WAITING FOR TAKEOFF AND WAS STRUCK BY ANOTHER AIRCRAFT. TOWER CLEARED AIRCRAFT OUT OF SEQUENCE.(N9843T)
19790915025019A	PILOT MADE DOWNWIND LANDING ON WATER, RUN UP ON BEACH AND FLIPPED OVER INVERTED.
19790915026169A	GLIDER PILOT RELEASED TOW ON TAKEOFF AND ATTEMPTED EMERGENCY LANDING. CRASHED INTALL GRASS ON UNSUITABLE TERRAIN.
19790915028019A	ENGINE STOPPED DUE TO FUEL EXHAUSTION. AIRCRAFT FLIPPED OVER IN SOFT FIELD ON LANDING.
19790915028709A	PILOT SAID HE WAS TURNING FROM BASE TO FINAL WHEN HE LOST ALTITUDE AND HIT TREES.
19790915028839A	ENGINE LOST POWER ON TAKEOFF. AIRCRAFT HIT TREES OFF END OF RUNWAY. FOUND RAG IN CARB AIR INTAKE.
19790915042169A	HEATER EXPLODED IN FLIGHT, CAUSING FIRE IN WING. AIRPLANE CRASHED OUT OF CONTROL. MAINTENANCE POSSIBLE FACTOR.
19790915049119I	TIRE BLEW JUST BEFORE ASSUMING TAKOFF POSITION, THEN BRAKE "O" RING FAILED FROM QUICK, HARD APPLICATION.
19790915049129I	PILOT HAD GREAT DIFFICULTY GETTING THE GEAR DOWN DUE TO AN EXPANSION OF A TIRE WHICH HUNG UP IN THE WELL.
19790915049139I	TWO JUMPERS ENTANGLED CHUTES. CUT AWAY AND OPENED RESERVE. ONE DID NOT DEPLOY UNTIL 200 FEET, FATAL TO JUMPER.
19790915049149I	PILOT LANDED GEAR UP.
19790915049159I	PILOT TOUCHED DOWN NOSE WHEEL FIRST, PORPOISED. DAMAGED NOSE GEAR AND PROP.
19790915049169I	PILOT BYPASSED AUTO GEAR EXTENSION DURING THE FLIGHT, LANDED GEAR UP.
19790915049179I	PILOT UNABLE TO EXTEND THE LANDING GEAR, CAUSE NOT KNOWN.
19790915049189I	GEAR COLLAPSED DURING LANDING ROLL.
19790915049199I	PILOT TAXIING TO THE BEACH WAS CAUGHT BY A GUST OF WIND, WAVES AND CURRENT. SEAPLANE TURNED OVER AND SANK.
19790915049209I	STUDENT PILOT LOST, LANDED AT CONTROLLED AIRPORT, WITHOUT CLEARANCE, OVER HOLDING DEPARTURE.
19790915049219I	INSTRUCTOR ALLOWED STUDENT TO MAKE HARD LANDING, BOUNCED, CAME DOWN ON THE NOS GEAR. NOSE WHEEL AXLE BROKEN.
19790915049229I	PILOT PROPPED AIRPLANE TO MOVE IT OUT OF MUDDY AREA. ENGINE STARTED AND AIRPLANE SLID INTO PARKED N8919V.
19790915049239I	PILOT LANDED LONG ON WET SOD, OVERSHOT. HIT A DITCH, OVERTURNED.
19790915049249I	TURN BACK DUE TO LOUD NOISE, RISE IN EGT AND ENGINE SHUT DOWN. HOLE BURNED THROUGH 7TH STAGE CASE.
19790915049259I	ENGINE SHUT DOWN DUE TO FIRE WARNING LIGHT. TURBINE HAD FAILED.
19790915049269I	PILOT ACTIVATED THE GEAR DOWN SWITCH, THOUGHT THE GEAR WAS DOWN, LANDED GEAR UP.
19790916022399A	AIRCRAFT PORPOISED ON LANDING. NOSE GEAR FAILED.
19790916023299I	LANDNG GEAR RETRACTED DURING TAKEOFF RUN, SWITCH IN THE DOWN POSITION.
19790916023309I	PILOT TOUCHED DOWN MIDFIELD AND OVERRAN THE RUNWAY INTO A SOY BEAN FIELD.
19790916023319I	PILOT HIT A POST DURING TURN AT RUNWAY END ONTO TAXIWAY.
19790916023329I	PILOT DID NOT NOTICE DISPLACED THRESHOLD, HAD NOT CHECKED NOTAMS. NOSE WHEEL WAS BENT BACK.
19790916023339I	ENGINES IDLING FOR OPERATIONAL CHECK. AIRPLANE COULD NOT BE STOPPED OR TURNED. CUT SWITCHES AND STRUCK CONTAINER.
19790916023349I	STUDENT LANDED HARD ON THE MAINS, BOUNCED HIGH, PUSHED THE YOKE FORWARD, BROKE THE NOSE GEAR.
19790916023359I	PILOT PULLED UP FROM RUNWAY PREMATURELY, LOST DIRECTIONAL CONTROL, ENDED UP IN A CORN FIELD.
19790916023369I	ELECTRICAL FAILURE DUE TO STUCK STARTER SOLONOID. PILOT EXTENDED THE GEAR MANUALLY, IT COLLAPSED ON LANDING.
19790916023379I	ENGINE QUIT AT 400 FEET ON CLIMB OUT. GASCOLATOR WAS DRAINING, LIMITING FUEL TO THE CARBURETOR.
19790916023389I	ENGINE STOPPED DURING CLIMB AFTER TOUCH AND GO. NO ENGINE PROBLEM COULD BE FOUND. POSSIBLE CARB ICE.
19790916023399I	NOSE FIRST LANDING, PILOT LOST CONTROL. DAMAGED NOSE GEAR, COWL AND PROP.
19790916023409I	CENTRIFUGAL FORCE AND WIND CAUSED GYROCOPTER TO TIP DURING SHARP TAXI TURN. MACHINE DAMAGED, PILOT'S ARM BROKEN.
19790916023419I	EMERGENCY LANDING DUE TO FUEL SELECTOR ON EMPTY TANK.
19790916023429I	PLOT LOST DIRECTIONAL CONTROL OF HOMEBUILT AFTER TOUCHDOWN.
19790916023439I	PILOT LOST DIRECTIONAL CONTROL AFTER HARD LANDING.
19790916023449I	DEFLATION PANEL FAILED TO OPEN FOR LANDING BALLOON BOUNCED OFF A HOUSE AND SUBSEQUENTLY LANDED IN A FIELD.
19790916023459I	MAIN CHUTE MALFUNCTIONED. RESERVE CHUTE DEPLOYED AT LOW ALTITUDE HAD INSUFFICENT TIME TO OPEN.
19790916023469I	JUMPER STARTED AT 12500 WITH 7 OTHERS IN FREE FALL, MADE NO APPARENT EFFORT TO OPEN CHUTE.
19790916023479I	HEAVY VIBRATION DUE TO LOSS OF A PROP BLADE PORTION, ENGINE SHUT DOWN.
19790916023489I	PILOT TOO FAST HELD AIRCRAFT OFF THE RUNWAY, SCRAPED REAR BELLY AND DRAIN MAST.
19790916023499I	RIGHT INBOARD FLAP SECTION SEPARATED, WAS RECOVERED AND RETURNED. CAUSE OF FAILURE NOT KNOWN AT TIME OF REPORT.
19790916023809A	PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF FROM UNIMPROVED ROAD. DUST DEVIL BLEW AIRCRAFT INTO A DITCH.
19790916024089A	PILOT ALLOWED AIRCRAFT TO ROLL FORWARD, STRIKING THE TIE DOWN CHAIN OF ANOTHER AIRCRAFT.
19790916024969A	PILOT LOST CONTROL AND CRASHED DURING CROSSWIND LANDING.
19790916025289A	ENGINE QUIT WHILE TOWING BANNER; FUEL EXHAUSTION. MADE LANDING IN PARK. HIT TREE & CURB. FOUND WATER IN TANKS.
19790916025409A	PILOT MADE A HARD LANDING. MAIN ROTOR BLADES CUT OFF TAIL ROTOR. ALTITUDE OF LANDING SITE 11,300 FT.
19790916025469A	LANDED LONG AND FAST ON WET GRASS RUNWAY. UNABLE TO STOP. HIT PARKED AIRCRAFT AND A TREE.
19790916026309A	ENGINE STOPPED ON FINAL. FORCED LANDING SHORT OF RUNWAY. PILOT STATED HE DID NOT RECALL USING CARBURETOR HEAT..
19790916026669A	ABORTED TAKEOFF WHEN IT APPEARED AIRCRAFT WOULD NOT CLEAR OBSTRUCTIONS. HIT FENCE OFF END OF RUNWAY.
19790916027089A	PILOT REPORTED ENGINE RAN ROUGH AND LOST POWER. LANDED IN SOFT FIELD. NOSED OVER. POSSIBLE FUEL CONTAMINATION.
19790916028069A	NOSE WHEEL SHIMMY DAMPER WAS FOUND TO BE OVER TORQUED.
19790916028239A	ENGINE BLEW UP ON LAST LAP OF AIR RACE. PILOT TRIED A 180 DEGREE TURN TO RUNWAY. CRASHED SHORT OF RUNWAY.
19790916028369A	PILOT SAID ENGINE FAILED TO RESPOND WHEN POWER WAS APPLIED FOR A GO-AROUND. ENGINE NOT INSPECTED.
19790916028629A	MADE ROUGH-WATER CROSSWIND TAKEOFF. STALLED AIRCRAFT INTO TREES IN DOWNWIND TURN. FACT; SEVERE TURBULENCE.
19790916031359A	ENGINE STOPPED ON TAKEOFF. LANDED OFF END RUNWAY. FOUND WATER IN FUEL SYSTEM.
19790916032349A	PILOT TOOK OFF AT NIGHT, LOST CONTROL AND DIVED INTO THE GROUND.
19790916034579A	EVIDENCE INDICATES PILOT OPERATED AIRCRAFT VFR IN ADVERSE WEATHER. FLEW INTO THE SIDE OF A FOG-COVERED MOUNTAIN.
19790916034979A	NONINSTRUMENT-RATED PILOT CONTINUED VFR INTO IFR WEATHER CONDITIONS. ALTERNATOR BELT BROKEN BEFORE FLIGHT.
19790916035419A	LOST GROUND REFERENCE CIRCLING IN PATTERN AT WRONG AIRPORT. HIT TREES. AIRPORT ELEVATION HIGHER THAN DESTINATION.
19790916036359A	STALLED AIRCRAFT ON CLIMBOUT IN ATTEMPT TO MISS WIRES AT END OF RUNWAY. FACTORS: UNSKILLED, MISJUDGMENT.
19790916036609A	MADE NIGHT SURVEILLANCE APCH. TRIED CIRCLING VISUAL TO RWY. LOST RWY REF. HIT TREES. BEACON UNLIT.
19790916040069A	PILOT ATTEMPTED TAKEOFF FROM UNSUITABLE TERRAIN. SKID CAUGHT TREE ROOT & TIPPED OVER, CAUSING SUBSTANTIAL DAMAGE.
19790917023509I	STRUCK A LOADING CART DURING TAXI TO PARK.
19790917023519I	AFT STAIRWAY DOOR LIGHT CAME ON. ROLLERS AND PINS LUBRICATED, DOOR FUNCTIONED OK.
19790917023529I	EXTREME PITCH UP DUE TO AUTOPILOT FAILURE. PILOT COULD NOT DISCONNECT. NOSE GEAR COLLAPSED IN HARD LANDING.
19790917023539I	STUDENT PILOT MADE HARD LANDING IN A CROSSWIND.
19790917023549I	ZE GUST OF WIND DURING TAKEOFF TIPPED FLOATPLANE, WING TIPS HIT THE WATER.
19790917023559I	PILOT LANDED ON SMALL ROAD TO CALL ON FARMER. PILOT HIT A FENCE POST DURING TAXI.
19790917023569I	ENGINE STOPPED DURING STALL MANEUVER, INSTRUCTOR OVERSHOT EMERGENCY LANDING. NO PROBLEMS FOUND, SUSPECT CARB ICE.
19790917023579I	AIRCRAFT LANDED WITH UNKNOWN FLAT TIRE ON RIGHT MAIN. NO FURTHER COMPLICATION.
19790917023589I	GEAR UNSAFE INDICATION, LEFT MAIN COULD NOT BE EXTENDED. DELIVERY FLIGHT. GEAR DOOR JAMMED, WOULD NOT OPEN. .
19790917023599I	FORCED LANDING DUE TO ENGINE VIBRATION AND POWER LOSS. CONNECTING ROD HAD BROKEN.
19790917023609I	STUDENT LOST DIRECTIONAL CONTROL WHEN WINGTIP CAUGHT HIGH VEGETATION. INSTRUCTOR UNABLE TO PREVENT INCIDENT.
19790917023619I	EMERGENCY DESCENT DUE TO EXPLOSIVE DECOMPRESSION WHEN AFT PRESSURE BULKHEAD FAILED.
19790917025229A	ENGINE FAILED DUE TO FUEL EXHAUSTION.
19790917028349A	ENGINE FAILED. FOUND MAGNETO SWITCH TO BE GROUNDED IN BOTH THE ON AND OFF POSITION.
19790917030319A	STUDENT AND INSTRUCTOR,PRACTICING AUTO ROTATION LANDINGS,MADE HARD LANDING ON THIRD TRY,MAIN ROTOR HIT TAIL BOOM
19790917032409A	PRACTICE AUTOROTATION LANDING OVER ROUGH TERRAIN. ENGINE QUIT. LANDED TIPPED. ROTORS HIT TAIL. LOW TURBO RPM.
19790917035999A	STUDENT PILOT LANDED IN FARM FIELD DUE TO LOW FUEL. GUSTY WIND CAUSED WING TO HIT GROUND ON FINAL. ACFT CARTWHEELED
19790917036239A	ELEVATOR CONTROL CABLE PARTED JUST AFTER LIFTOFF. AMPHIBIAN HIT WATER, NOSE DOWN, SANK.
19790918023629I	ENGINE FLAME OUT DUE TO SHEARED FUEL PUMP DRIVE.
19790918023639I	PILOT UNABLE TO GET GEAR SAFE LIGHT NOSE GEAR COLLAPSED ON TOUCHDOWN. GEAR CHECKED OPERATED NORMALLY.
19790918023649I	FORCED LANDING DUE TO SWALLOWED EXHAUST VALVE.
19790918023659I	PILOT OWNER FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS WHICH RESULTED IN JAMMING THE NOSE GEAR.
19790918023669I	PILOT TAXIED ONTO DISPLACED THRESHOLD WHERE WORKMAN WAS WORKING. FIGHT ENSUED.
19790918023679I	STUDENT LANDED LONG AND FAST, PORPOISED, BENT NOSE GEAR AND PROPELLER.
19790918023689I	PILOT ATTEMPTING TOUCH AND GO RETRACTED THE GEAR DURING GROUND ROLL.
19790918023699I	PILOT EXTENDED GEAR BUT IT WENT DOWN ONLY PARTIALLY DUE TO BURNED OUT MOTOR.
19790918023709I	STUDENT PILOT PORPOISED ON LANDING, DAMAGED PROP AND NOSE GEAR.
19790918023719I	PILOT FORGOT TO EXTEND THE GEAR BEFORE TOUCHDOWN.
19790918023729I	PILOT LANDED LONG AND FAST, BOTH MAIN TIRES FAILED FROM HEAVY BRAKING, PILOT THEN LOST DIRECTIONAL CONTROL.
19790918023749I	INBOARD SECTION OF LEFT FLAP SEPARATED AT 10000 FT DURING DESCENT. CAPTAIN LANDED USING ASSYMETRICAL PROCEDURES.
19790918023759I	ENGINE SHUT DOWN DUE TO FIRE WARNING LIGHT. 13TH STAGE DUCT HAS RUPTURED, BLOWING HOT AIR ON DETECTER.
19790918023769I	AUX HYDRAULIC SWITCH SHORTED OUT, PUMP KEPT RUNNING. CREW TURNED IT OFF WITH THE CURCUIT BREAKER.
19790918023779I	PILOT TAXIING ON GRASS AREA TOWARD CONCRETE RAMP. NOSE WHEEL DROPPED INTO A HOLE, PROP HIT THE CONCRETE.
19790918024279A	LANDED LONG AND FAST. RAN OFF END OF RUNWAY INTO DITCH. MADE DOWNWIND LANDING, ACCORDING TO WEATHER REPORT.
19790918024599A	HIT DITCH AT APPROACH END OF RUNWAY. PILOT UNFAMILIAR WITH PUSHER AIRCRAFT. NOSE PITCHED DOWN WHEN POWER ADDED.
19790918025669A	TWO NONRATED OCCUPANTS ATTEMPTED NIGHT TAKEOFF. RAN THROUGH FENCE AT END OF RUNWAY. AIRCRAFT STOLEN BY OCCUPANTS.
19790918026249A	LOST DIRECTIONAL CONTROL OF AIRCRAFT DURING LANDING ROLL. UNSKILLED IN TAILWHEEL AIRCRAFT.
